_id,TURU,KURTARMA TURU,BILDIRIM TARIHI,MAHALLE
18878,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-03-22 16:12:00.000,SAHINBEY
18879,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-03-23 12:41:00.000,SEHITKAMIL
18880,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-26 13:22:00.000,SEHITKAMIL
18881,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-27 01:24:00.000,NIZIP
18882,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-26 02:51:00.000,SAHINBEY
18883,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-27 06:54:00.000,NIZIP
18884,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-23 16:52:00.000,SEHITKAMIL
18885,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-25 21:58:00.000,SEHITKAMIL
18886,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-25 20:26:00.000,SEHITKAMIL
18887,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-21 22:31:00.000,SEHITKAMIL
18888,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-18 09:50:00.000,SEHITKAMIL
18889,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-19 00:50:00.000,SEHITKAMIL
18890,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-20 20:53:00.000,SAHINBEY
18891,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-20 18:15:00.000,SEHITKAMIL
18892,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-19 23:09:00.000,NIZIP
18893,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-17 10:26:00.000,ISLAHIYE
18894,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-22 22:28:00.000,SAHINBEY
18895,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-22 18:20:00.000,SEHITKAMIL
18896,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-21 23:21:00.000,SAHINBEY
18897,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-23 00:15:00.000,SAHINBEY
18898,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-21 14:19:00.000,SAHINBEY
18899,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-21 22:54:00.000,NIZIP
18900,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-13 23:13:00.000,SAHINBEY
18901,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-16 23:14:00.000,ISLAHIYE
18902,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-16 21:45:00.000,NIZIP
18903,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-16 09:00:00.000,ISLAHIYE
18904,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-16 19:28:00.000,SAHINBEY
18905,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-16 20:55:00.000,SEHITKAMIL
18906,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-17 01:38:00.000,SEHITKAMIL
18907,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-19 00:11:00.000,SEHITKAMIL
18908,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-12 19:46:00.000,NIZIP
18909,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-14 00:07:00.000,SAHINBEY
18910,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-14 00:39:00.000,SAHINBEY
18911,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-15 12:24:00.000,SAHINBEY
18912,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-08 13:21:00.000,SAHINBEY
18913,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-08 11:49:00.000,SEHITKAMIL
18914,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-10 19:36:00.000,SAHINBEY
18915,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-11 23:10:00.000,SAHINBEY
18916,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-10 21:40:00.000,SAHINBEY
18917,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-04 12:21:00.000,SEHITKAMIL
18918,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-03 16:20:00.000,SAHINBEY
18919,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-02 23:46:00.000,SEHITKAMIL
18920,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-05 13:54:00.000,SEHITKAMIL
18921,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-06 20:49:00.000,SAHINBEY
18922,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-05 22:56:00.000,SAHINBEY
18923,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-29 19:45:00.000,SEHITKAMIL
18924,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-05 02:48:00.000,SEHITKAMIL
18925,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-05 00:04:00.000,SAHINBEY
18926,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-29 18:17:00.000,SAHINBEY
18927,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-01 03:46:00.000,SAHINBEY
18928,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-30 00:14:00.000,SAHINBEY
18929,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-01 01:33:00.000,NIZIP
18930,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-29 00:27:00.000,NIZIP
18931,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-28 17:19:00.000,ARABAN
18932,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-23 13:29:00.000,NIZIP
18933,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-22 13:07:00.000,SEHITKAMIL
18934,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-23 14:42:00.000,SAHINBEY
18935,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-23 17:10:00.000,SAHINBEY
18936,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-22 23:00:00.000,SEHITKAMIL
18937,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-25 15:38:00.000,NIZIP
18938,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-26 01:02:00.000,NIZIP
18939,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-26 16:56:00.000,SEHITKAMIL
18940,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-26 07:08:00.000,SAHINBEY
18941,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-27 20:21:00.000,SEHITKAMIL
18942,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-27 23:49:00.000,SEHITKAMIL
18943,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-28 07:01:00.000,SAHINBEY
18944,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-04-27 14:18:00.000,SEHITKAMIL
18945,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-07-04 12:15:00.000,SAHINBEY
18946,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-07-04 13:15:00.000,SAHINBEY
18947,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-07-05 09:55:00.000,SEHITKAMIL
18948,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-07-05 17:46:00.000,SEHITKAMIL
18949,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-29 23:47:00.000,SAHINBEY
18950,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-28 00:04:00.000,SAHINBEY
18951,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-29 17:33:00.000,NURDAGI
18952,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-30 22:19:00.000,NIZIP
18953,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-25 00:54:00.000,SAHINBEY
18954,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-25 14:39:00.000,SAHINBEY
18955,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-25 13:21:00.000,SEHITKAMIL
18956,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-25 15:46:00.000,SEHITKAMIL
18957,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-26 18:37:00.000,NIZIP
18958,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-22 20:59:00.000,NIZIP
18959,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-21 16:28:00.000,SEHITKAMIL
18960,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-21 19:21:00.000,SAHINBEY
18961,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-26 00:46:00.000,SEHITKAMIL
18962,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-24 10:27:00.000,NIZIP
18963,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-20 15:54:00.000,SAHINBEY
18964,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-21 01:07:00.000,SEHITKAMIL
18965,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-20 20:56:00.000,SEHITKAMIL
18966,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-20 23:24:00.000,SEHITKAMIL
18967,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-21 11:57:00.000,SEHITKAMIL
18968,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-22 18:30:00.000,SAHINBEY
18969,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-18 19:39:00.000,SEHITKAMIL
18970,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-19 19:24:00.000,SAHINBEY
18971,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-18 08:12:00.000,SAHINBEY
18972,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-20 21:07:00.000,SAHINBEY
18973,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-15 23:47:00.000,SAHINBEY
18974,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-15 12:44:00.000,SEHITKAMIL
18975,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-16 22:54:00.000,SAHINBEY
18976,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-17 03:05:00.000,SAHINBEY
18977,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-19 12:56:00.000,SAHINBEY
18978,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-17 18:51:00.000,NIZIP
18979,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-13 11:57:00.000,SAHINBEY
18980,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-11 23:36:00.000,SAHINBEY
18981,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-13 00:34:00.000,SEHITKAMIL
18982,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-12 14:58:00.000,SEHITKAMIL
18983,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-11 10:11:00.000,NIZIP
18984,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-09 07:58:00.000,SAHINBEY
18985,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-09 18:38:00.000,SEHITKAMIL
18986,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-06 13:18:00.000,NURDAGI
18987,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-06 20:04:00.000,SAHINBEY
18988,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-06 23:45:00.000,ISLAHIYE
18989,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-08 08:06:00.000,SAHINBEY
18990,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-04 18:10:00.000,OGUZELI
18991,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-03 00:35:00.000,SEHITKAMIL
18992,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-02 11:11:00.000,SAHINBEY
18993,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-04 19:46:00.000,SAHINBEY
18994,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-06 14:36:00.000,SAHINBEY
18995,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-06 15:19:00.000,SAHINBEY
18996,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-31 23:14:00.000,SAHINBEY
18997,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-01 00:24:00.000,SAHINBEY
18998,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-31 11:24:00.000,SAHINBEY
18999,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-01 18:11:00.000,SAHINBEY
19000,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-01 17:01:00.000,SEHITKAMIL
19001,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-31 15:41:00.000,SEHITKAMIL
19002,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-06-01 00:55:00.000,SEHITKAMIL
19003,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-27 22:24:00.000,NIZIP
19004,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-28 01:01:00.000,SAHINBEY
19005,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-30 17:55:00.000,SEHITKAMIL
19006,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-30 15:00:00.000,SEHITKAMIL
19007,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-30 14:02:00.000,SEHITKAMIL
19008,Kurtarma,Kapalı Alanda Mahsur Kalma,2022-05-27 06:26:00.000,SAHINBEY
19009,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-26 12:18:00.000,SAHINBEY
19010,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-26 14:57:00.000,SAHINBEY
19011,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-27 19:51:00.000,SEHITKAMIL
19012,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-28 01:05:00.000,SAHINBEY
19013,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-27 23:17:00.000,SEHITKAMIL
19014,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-22 19:21:00.000,YAVUZELI
19015,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 03:18:00.000,SEHITKAMIL
19016,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-20 09:33:00.000,SEHITKAMIL
19017,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-21 14:00:00.000,SAHINBEY
19018,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-22 07:31:00.000,NIZIP
19019,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-21 19:36:00.000,NIZIP
19020,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-22 20:15:00.000,SAHINBEY
19021,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-21 22:05:00.000,SEHITKAMIL
19022,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-21 15:54:00.000,SAHINBEY
19023,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 20:39:00.000,NIZIP
19024,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-17 11:46:00.000,SEHITKAMIL
19025,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 19:48:00.000,NIZIP
19026,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 02:36:00.000,SAHINBEY
19027,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 01:25:00.000,OGUZELI
19028,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-17 11:36:00.000,SEHITKAMIL
19029,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-16 13:55:00.000,SEHITKAMIL
19030,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-20 11:06:00.000,NIZIP
19031,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 22:49:00.000,SAHINBEY
19032,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-20 22:17:00.000,SAHINBEY
19033,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-21 00:55:00.000,SAHINBEY
19034,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 12:15:00.000,SEHITKAMIL
19035,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-19 09:14:00.000,SEHITKAMIL
19036,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-16 12:26:00.000,SAHINBEY
19037,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-28 17:36:00.000,NIZIP
19038,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-28 17:47:00.000,SAHINBEY
19039,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-29 20:46:00.000,SAHINBEY
19040,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 01:21:00.000,SAHINBEY
19041,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 00:51:00.000,ARABAN
19042,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 18:26:00.000,ISLAHIYE
19043,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-03 11:19:00.000,SAHINBEY
19044,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 23:59:00.000,SAHINBEY
19045,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-02 00:30:00.000,SAHINBEY
19046,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 17:14:00.000,SAHINBEY
19047,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 13:33:00.000,SEHITKAMIL
19048,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-03 09:58:00.000,NIZIP
19049,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-03 22:29:00.000,SEHITKAMIL
19050,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-03 23:35:00.000,OGUZELI
19051,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-03 20:27:00.000,SAHINBEY
19052,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-08 23:37:00.000,SAHINBEY
19053,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-10 14:28:00.000,SAHINBEY
19054,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-13 02:03:00.000,SAHINBEY
19055,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-12 23:38:00.000,SAHINBEY
19056,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-06 18:00:00.000,SEHITKAMIL
19057,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-04 18:02:00.000,SAHINBEY
19058,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-06 18:52:00.000,NIZIP
19059,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 22:43:00.000,SEHITKAMIL
19060,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-31 10:03:00.000,SAHINBEY
19061,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-04 16:03:00.000,SAHINBEY
19062,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-04 22:35:00.000,SAHINBEY
19063,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-29 21:13:00.000,SEHITKAMIL
19064,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-25 23:54:00.000,NIZIP
19065,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-27 10:48:00.000,SAHINBEY
19066,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-30 03:24:00.000,SAHINBEY
19067,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-30 23:23:00.000,SEHITKAMIL
19068,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-25 07:58:00.000,SEHITKAMIL
19069,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-27 22:03:00.000,NIZIP
19070,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-27 17:56:00.000,NIZIP
19071,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-20 21:00:00.000,SAHINBEY
19072,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-21 08:32:00.000,NIZIP
19073,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-21 23:19:00.000,NIZIP
19074,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-24 09:55:00.000,NIZIP
19075,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-05 00:22:00.000,SEHITKAMIL
19076,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-02 01:16:00.000,YAVUZELI
19077,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-03 13:35:00.000,SAHINBEY
19078,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-04 13:39:00.000,SEHITKAMIL
19079,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-06 16:03:00.000,ISLAHIYE
19080,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-03 16:00:00.000,OGUZELI
19081,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-12 22:39:00.000,SAHINBEY
19082,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-10 22:38:00.000,SAHINBEY
19083,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-10 09:40:00.000,NIZIP
19084,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-10 09:11:00.000,NIZIP
19085,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-09 12:23:00.000,SAHINBEY
19086,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-08 03:42:00.000,SEHITKAMIL
19087,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-07 21:42:00.000,NIZIP
19088,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-11 10:59:00.000,NIZIP
19089,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-13 17:01:00.000,NIZIP
19090,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-11 00:28:00.000,NIZIP
19091,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-14 06:25:00.000,SAHINBEY
19092,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-12 20:56:00.000,NIZIP
19093,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-07-11 23:14:00.000,SAHINBEY
19094,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-18 22:34:00.000,SAHINBEY
19095,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-21 10:21:00.000,SAHINBEY
19096,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-21 01:26:00.000,SAHINBEY
19097,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-20 19:13:00.000,SAHINBEY
19098,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-19 22:42:00.000,ISLAHIYE
19099,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-19 10:16:00.000,SAHINBEY
19100,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-19 12:11:00.000,NIZIP
19101,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-19 15:22:00.000,SEHITKAMIL
19102,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-19 22:42:00.000,ISLAHIYE
19103,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-19 19:02:00.000,SEHITKAMIL
19104,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-18 09:15:00.000,SEHITKAMIL
19105,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-06 07:02:00.000,SEHITKAMIL
19106,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-01 22:04:00.000,SEHITKAMIL
19107,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-26 01:50:00.000,SAHINBEY
19108,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-20 11:42:00.000,SAHINBEY
19109,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-23 20:11:00.000,SEHITKAMIL
19110,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-23 22:23:00.000,SEHITKAMIL
19111,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-27 14:54:00.000,SEHITKAMIL
19112,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-18 22:51:00.000,SAHINBEY
19113,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-18 15:53:00.000,NIZIP
19114,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-15 23:12:00.000,SEHITKAMIL
19115,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-13 13:03:00.000,SEHITKAMIL
19116,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-15 14:03:00.000,SAHINBEY
19117,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-14 02:08:00.000,SAHINBEY
19118,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-20 11:54:00.000,SAHINBEY
19119,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-21 00:47:00.000,SEHITKAMIL
19120,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-21 00:44:00.000,SAHINBEY
19121,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-20 02:13:00.000,SAHINBEY
19122,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-18 10:42:00.000,SEHITKAMIL
19123,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-14 02:57:00.000,SAHINBEY
19124,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-16 01:15:00.000,NIZIP
19125,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-07 07:37:00.000,SAHINBEY
19126,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-04 10:52:00.000,SAHINBEY
19127,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-04 12:19:00.000,SAHINBEY
19128,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-05 12:39:00.000,SAHINBEY
19129,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-05 15:51:00.000,SAHINBEY
19130,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-03 10:41:00.000,SAHINBEY
19131,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-11 21:47:00.000,NIZIP
19132,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-12 01:00:00.000,SEHITKAMIL
19133,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-11 13:27:00.000,SAHINBEY
19134,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-10 07:24:00.000,SEHITKAMIL
19135,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-04 02:02:00.000,SEHITKAMIL
19136,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-02 21:50:00.000,SAHINBEY
19137,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-04 13:08:00.000,SAHINBEY
19138,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-08 19:33:00.000,OGUZELI
19139,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-06 20:04:00.000,SEHITKAMIL
19140,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-06 22:28:00.000,NIZIP
19141,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-06 22:53:00.000,NIZIP
19142,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-10 05:06:00.000,SAHINBEY
19143,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-10 00:19:00.000,NIZIP
19144,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-10 00:50:00.000,SAHINBEY
